-,-
Pos X (Bus 0),Pos Z (Bus 0)
-25,-25
-25,-25
-25,-25
16.6928,-33.1418
50,-26.4005
49.9589,24.078
39.0839,15.1274
49.2478,11.0528
50,-33.9122
36.6481,7.80202
38.8005,9.10924
50,6.29601
47.1469,30.6641
50,-25.0337
3.32859,-7.14587
-0.366933,-6.51258
-,-
Pos X (Bus 1),Pos Z (Bus 1)
-25,25
-25,25
20.8239,20.8887
50,23.5447
50,23.0962
50,27.1875
50,22.5294
50,23.1411
50,22.3571
50,22.3505
50,23.2605
50,22.4494
50,23.3984
50,23.4862
50,23.457
50,22.3571
-,-
Pos X (Bus 2),Pos Z (Bus 2)
30,25
30,25
50,25.3527
50,26.9108
50,26.4344
50,30.7747
50,25.8294
50,26.5737
50,27.5781
50,27.6317
50,26.5819
50,27.6289
50,26.7969
50,26.4862
50,26.8129
50,27.6131
-,-
Pos X (Bus 3),Pos Z (Bus 3)
30,-25
30,-25
50,-23.9358
50,-25.0254
50,-29.4005
50,-24.9951
50,-25.0055
50,-25.0069
50,-25
50,-26.1237
50,-25.022
50,-25.0115
50,-25.0126
50,-22.0337
50,-25.0149
50,-25.0161
-,-
Time,Score 0,Score 1,Score 2,Score 3
0,25,25,25,25
0,25,25,25,25
1,0,25,25,25
3,3,25,9,25
5,3,28,9,9
7,0,28,9,12
9,1,26,9,13
11,3,14,9,13
13,0,11,12,9
15,0,12,13,10
17,0,11,9,10
19,0,12,10,8
21,0,8,11,12
23,0,9,9,9
25,0,9,10,10
27,2,10,12,11
-,-
Time,Stage 0,Stage 1,Stage 2,Stage 3
0,2,2,2,2
0,2,2,2,2
1,0,2,2,2
3,0,2,0,2
5,0,2,0,0
7,0,2,0,1
9,0,2,0,1
11,0,1,0,1
13,0,1,1,0
15,0,1,1,1
17,0,1,0,1
19,0,1,1,0
21,0,0,1,1
23,0,0,0,0
25,0,0,1,1
27,0,1,1,1
-,-
Time, Free Passengers
0,0
0,0
1,25
3,38
5,51
7,51
9,51
11,61
13,68
15,65
17,70
19,70
21,69
23,73
25,71
27,65
