-,-
Pos X (Bus 0),Pos Z (Bus 0)
-25,-25
-25,-25
-25,-25
-13.8815,-13.3065
-2.88883,-8.52402
-2.88883,-8.52402
-2.88883,-8.52402
-2.88883,-8.52402
-2.88883,-8.52402
-2.88883,-8.52402
-2.88883,-8.52402
-2.88883,-8.52402
-2.88883,-8.52402
-2.88883,-8.52402
-2.88883,-8.52402
-2.88883,-8.52402
-,-
Pos X (Bus 1),Pos Z (Bus 1)
-25,25
-25,25
20.8239,20.8887
50,23.5447
50,23.0962
50,23.095
50,23.0938
50,23.0927
50,23.0915
50,23.0904
50,23.0892
50,23.0881
50,23.0869
50,23.0858
50,23.0846
50,23.0834
-,-
Pos X (Bus 2),Pos Z (Bus 2)
30,25
30,25
50,25.3527
50,26.9108
50,26.4344
50,26.4332
50,26.432
50,26.4308
50,26.4297
50,26.4285
50,26.4274
50,26.4262
50,26.4251
50,26.4239
50,26.4228
50,26.4216
-,-
Pos X (Bus 3),Pos Z (Bus 3)
30,-25
30,-25
50,-23.9358
50,-25.0254
50,-25.0029
50,-25.0045
50,-25.0057
50,-25.0068
50,-25.008
50,-25.0091
50,-25.0103
50,-25.0114
50,-25.0126
50,-25.0138
50,-25.0149
50,-25.0161
-,-
Time,Score 0,Score 1,Score 2,Score 3
0,25,25,25,25
0,25,25,25,25
1,25,25,25,25
3,17,25,9,25
6,3,27,9,25
8,3,27,9,25
11,3,27,9,26
13,3,27,9,27
16,3,27,9,27
18,3,27,9,27
20,3,27,9,27
23,3,27,9,27
25,4,27,9,27
28,4,27,9,27
30,4,27,9,27
32,4,27,9,27
-,-
Time,Stage 0,Stage 1,Stage 2,Stage 3
0,2,2,2,2
0,2,2,2,2
1,2,2,2,2
3,1,2,0,2
6,0,2,0,2
8,0,2,0,2
11,0,2,0,2
13,0,2,0,2
16,0,2,0,2
18,0,2,0,2
20,0,2,0,2
23,0,2,0,2
25,0,2,0,2
28,0,2,0,2
30,0,2,0,2
32,0,2,0,2
-,-
Time, Free Passengers
0,0
0,0
1,0
3,24
6,36
8,36
11,35
13,34
16,34
18,34
20,34
23,34
25,33
28,33
30,33
32,33
