-,-
Pos X (Bus 0),Pos Z (Bus 0)
-25,-25
-25,-25
-25,-25
-25,-25
-15.0089,-22.7245
-16.9089,-48.6953
-38.6289,-26.746
-7.55152,-8.87864
6.91299,15.3173
36.3345,-20.3042
12.8732,29.5765
8.47074,14.8703
24.5864,4.00689
14.22,-25.7725
14.22,-25.7725
14.22,-25.7725
9.16717,-24.3248
25.4429,-7.65043
12.4026,-22.4097
36.2436,-49.4135
12.6421,-13.1603
17.798,-25.9864
19.1098,-6.14442
-12.15,-17.2669
-15.3244,-22.244
16.9142,-24.5478
-42.7051,-8.09817
9.74713,-35.8654
-10.3816,19.0826
1.56726,4.78288
-6.62324,29.55
-5.32289,8.87711
11.7212,-25.7076
29.2223,15.5022
9.37764,5.70645
2.51906,-11.5647
-17.3391,-5.87822
-36.5007,-8.58089
-0.258141,-14.6804
-18.7919,4.2772
-15.1766,18.2587
-0.503857,-46.9022
-49.1877,-20.4204
-10.6436,3.18719
9.6172,-19.9907
44.3319,5.60009
10.6102,-32.576
34.5853,37.0033
7.70154,-6.90307
29.4742,22.1654
14.775,-35.1751
35.1874,-16.3631
28.0948,-29.3985
30.6434,-32.539
-3.0654,-25.6119
29.2005,-37.7921
-12.1868,3.08094
-22.2265,-21.2135
7.44112,-8.17667
-8.5424,3.02583
37.7563,-50
-,-
Pos X (Bus 1),Pos Z (Bus 1)
-25,25
-25,25
-25,25
-23.8049,22.9962
-4.30312,18.6051
-0.365483,8.44449
-18.0757,17.7641
-20.615,-28.6724
-26.3186,21.5855
-14.6089,-9.4764
-29.9218,17.6227
-31.7057,41.5829
-10.0577,46.6389
0.966251,3.22895
-33.5195,42.8793
-38.3511,0.306681
2.87796,13.9727
2.87796,13.9727
-15.6636,12.5704
-18.4752,-4.31983
-39.2085,6.01807
-24.9194,18.5379
-15.9079,36.7192
-35.1045,-5.99341
-36.8875,0.360824
13.4085,29.3394
-1.19701,31.7213
-49.8885,30.4797
-42.3229,-38.4192
12.0598,-44.6047
5.49614,15.5147
-3.98579,14.5159
-11.304,5.57064
-33.3225,9.92933
-25.6906,43.1487
4.30941,23.9591
39.2336,12.3851
21.6918,-4.69839
10.7355,0.0366262
19.9098,10.4142
20.0683,10.9482
10.1958,10.6934
23.2974,17.6269
11.4612,4.69921
11.4612,4.69921
5.21005,19.1163
-12.2121,0.31484
-29.4727,-5.96977
-24.3857,6.97114
-26.1618,-13.4737
-11.4338,44.3175
34.4056,10.1631
9.90166,27.3515
-8.10965,27.3634
-10.0964,25.9244
29.36,-2.9462
17.272,24.5637
24.9307,13.6292
-28.3504,13.1509
-16.9726,-12.3626
-37.8647,19.6783
-,-
Pos X (Bus 2),Pos Z (Bus 2)
30,25
30,25
50,25.3527
50,24.9897
50,24.9968
50,24.9955
50,24.9943
50,24.9932
50,24.992
50,24.9908
50,24.9897
50,24.9885
50,24.9874
50,24.9862
50,24.9851
50,24.9839
50,24.9828
50,24.9816
50,24.9805
50,24.9793
50,24.9782
50,24.977
50,24.9758
50,24.9747
50,24.9735
50,24.9724
50,24.9712
50,24.9701
50,24.9689
50,24.9678
50,24.9666
50,24.9655
50,24.9643
50,24.9632
50,24.962
50,24.9608
50,24.9597
50,24.9585
50,24.9574
50,24.9562
50,24.9551
50,24.9539
50,24.9528
50,24.9516
50,24.9505
50,24.9493
50,24.9481
50,24.947
50,24.9458
50,24.9447
50,24.9435
50,24.9424
50,24.9412
50,24.9401
50,24.9389
50,24.9378
50,24.9366
50,24.9355
50,24.9343
50,24.9331
50,24.932
-,-
Pos X (Bus 3),Pos Z (Bus 3)
30,-25
30,-25
50,-23.9358
50,-25.0254
50,-25.0029
50,-25.0045
50,-25.0057
50,-25.0068
50,-25.008
50,-25.0091
50,-25.0103
50,-25.0114
50,-25.0126
50,-25.0138
50,-25.0149
50,-25.0161
50,-25.0172
50,-25.0184
50,-25.0195
50,-25.0207
50,-25.0218
50,-25.023
50,-25.0241
50,-25.0253
50,-25.0265
50,-25.0276
50,-25.0288
50,-25.0299
50,-25.0311
50,-25.0322
50,-25.0334
50,-25.0345
50,-25.0357
50,-25.0368
50,-25.038
50,-25.0391
50,-25.0403
50,-25.0415
50,-25.0426
50,-25.0438
50,-25.0449
50,-25.0461
50,-25.0472
50,-25.0484
50,-25.0495
50,-25.0507
50,-25.0518
50,-25.053
50,-25.0541
50,-25.0553
50,-25.0565
50,-25.0576
50,-25.0588
50,-25.0599
50,-25.0611
50,-25.0622
50,-25.0634
50,-25.0645
50,-25.0657
50,-25.0668
50,-25.068
-,-
Time,Score 0,Score 1,Score 2,Score 3
0,25,25,25,25
0,25,25,25,25
1,19,25,25,25
3,19,25,25,25
5,20,25,25,25
7,20,25,25,25
9,20,25,25,25
11,20,25,25,25
13,20,25,25,25
15,20,25,25,25
17,20,25,25,25
19,20,25,25,25
21,20,25,25,25
23,20,25,25,25
25,20,26,25,25
27,20,27,25,25
29,20,27,25,25
31,20,27,25,25
32,20,27,25,25
34,20,27,25,25
36,21,27,25,25
38,21,27,25,25
40,21,27,25,25
42,21,27,25,25
44,21,28,25,25
46,21,28,25,25
48,22,28,25,25
50,22,28,25,25
52,22,28,25,25
54,22,28,25,25
56,22,28,25,25
58,20,28,25,25
60,20,28,25,25
62,20,29,25,25
63,20,30,25,25
65,20,30,25,25
67,20,30,19,25
69,20,30,19,25
71,20,31,20,25
73,20,31,20,25
75,20,31,20,25
77,20,32,20,25
79,20,32,20,25
81,20,32,20,25
83,20,32,20,25
85,20,32,20,25
87,20,32,20,25
89,20,32,20,25
91,20,32,20,25
93,21,33,20,25
95,21,33,20,25
96,21,33,20,25
98,21,33,20,25
100,21,33,20,25
102,21,33,21,25
104,21,33,21,25
106,21,33,21,25
108,21,33,21,25
110,21,33,21,25
112,21,33,21,25
114,21,33,21,25
-,-
Time,Stage 0,Stage 1,Stage 2,Stage 3
0,2,2,2,2
0,2,2,2,2
1,1,2,2,2
3,1,2,2,2
5,1,2,2,2
7,1,2,2,2
9,1,2,2,2
11,1,2,2,2
13,1,2,2,2
15,1,2,2,2
17,1,2,2,2
19,1,2,2,2
21,1,2,2,2
23,1,2,2,2
25,1,2,2,2
27,1,2,2,2
29,1,2,2,2
31,1,2,2,2
32,1,2,2,2
34,1,2,2,2
36,1,2,2,2
38,1,2,2,2
40,1,2,2,2
42,1,2,2,2
44,1,2,2,2
46,1,2,2,2
48,1,2,2,2
50,1,2,2,2
52,1,2,2,2
54,1,2,2,2
56,1,2,2,2
58,1,2,2,2
60,1,2,2,2
62,1,2,2,2
63,1,2,2,2
65,1,2,2,2
67,1,2,1,2
69,1,2,1,2
71,1,2,1,2
73,1,2,1,2
75,1,2,1,2
77,1,2,1,2
79,1,2,1,2
81,1,2,1,2
83,1,2,1,2
85,1,2,1,2
87,1,2,1,2
89,1,2,1,2
91,1,2,1,2
93,1,2,1,2
95,1,2,1,2
96,1,2,1,2
98,1,2,1,2
100,1,2,1,2
102,1,2,1,2
104,1,2,1,2
106,1,2,1,2
108,1,2,1,2
110,1,2,1,2
112,1,2,1,2
114,1,2,1,2
-,-
Time, Free Passengers
0,0
0,0
1,6
3,6
5,5
7,5
9,5
11,5
13,5
15,5
17,5
19,5
21,5
23,5
25,4
27,3
29,3
31,3
32,3
34,3
36,2
38,2
40,2
42,2
44,1
46,1
48,0
50,0
52,0
54,0
56,0
58,2
60,2
62,1
63,0
65,0
67,6
69,6
71,4
73,4
75,4
77,3
79,3
81,3
83,3
85,3
87,3
89,3
91,3
93,1
95,1
96,1
98,1
100,1
102,0
104,0
106,0
108,0
110,0
112,0
114,0
